We starting visiting the restaurant when it was opened by its original owner.	1	edbmno1
Every dish has great flavor.	0	ed5j3ad
I have nothing but good things to say about Rize!	0	eew4kg2
Service is good and fast.	5	efewbxf
The sushi is great and so is the ramen.	0	efdsi98
The meat was dry and they only allow 1 sauce for 10 wings.	1	ed5dub4
Went here after class with my colleagues and we tried to Chefs pizza.	1	ee3gcng
Friends with me ordered taco salad and other friend ordered a chicken bean burrito, friend complained there was too many beans and too little chicken.	1	eecle8q
Super busy lunch & dinner so order take out.	1	edojun4
The Ipic is Austin's largest luxury theater!	6,0	ed52d8n
Great tacos and not greasy maybe that makes it not authentic but it's really healthy	0,10	edoqopg
It's an acquired taste, really.	1	edw5glm
We got there and were seated immediately, even though we came 5-10 mins early.	1	eetafmj
They have a good kids menu.	0	ed90yve
Neapolitan style pizza, with a wetter crust and more emphasis on toppings.	1	edfuqq8
The poke bowl has fresh and tasty ingredients and I think the price of PDX is fair.	0	ef7o5uo
Good, cheap sushi.	0	edln31l
I was given a gift card to Le Pigeon and my husband and I used half for drinks a couple months ago.	1	eeuu11r
I stopped by to try it and absolutely love the food and service here.	4,3	ed0jxov
As far as yogurt shops go, this place seems solid.	1	eeibhaz
Looking for an American, fun, casual, hip and social dive bar/foodie go here!	0	edhktnr
It is a very unique bowling experience like no other!	4,0	ed9ifvl
Best greasy spoon.	0	ed9fiku
Kate's ice cream was AMAZING!!!!	9,6	efgcq8e
I ordered a shrimp chimachonga....	1	edpj3mv
It has about 10 tables with some tables having a fire pit to cook your food on.	1	edypwz1
We ordered a buffalo chicken calzone and a steak fajita rice bowl.	1	ef8nrvz
The taquitos size and flavor was right on.	0	efg7tqt
The salad was super fresh and I love Yard House's take on Caesar with brussel sprouts, golden raisins, and pistachios.	3	ee93rtd
I have been to Ohana for Breakfast and Dinner.. so this review is extra long, but just keep reading!!!	1	eefyyx4
Get the marionberry if they have it, it doesn't disappoint.	0	ef4xw1x
I think this might be my new go-to pizza place in town.	0	ef22s0b
We came here on Valentine's night 2015.	1	eegrakn
This is because a lot of people were talking about this place, so I had to give it a try.	1	edebf9q
We sat upstairs and it was a nice comfortable place.	15,0	ed44crb
Well I guess it's back to that other BBQ joint.	1	edz37bb
50 minutes before food arrived.	1	ee1ox9v
Today was a much better day.	4,0	ed907ut
My favorite is the fresh chang fun, made on the spot, with egg.	3,4	edrgsq7
It wasn't as if the restaurant was overflowing with customers, either; the dining room was actually completely empty.	2	edoulyk
Seriously, I've been in so many times this summer that I don't know how I lived without you before.	11,1	edc1r3d
I ordered the turkey burger with tomato, lettuce, Gouda cheese, and chipotle mayo on a whole wheat bun.	1	edfle0y
Both probably would have fared far better had we stuck around to tinker with the sauces.	1	efdcz7e
excellent service.	0	eezdibv
Decent bartender who can actually mix drinks.	0	ednn2rx
Tried Morone's today.	1	eed2ew5
This restaurant is very promising.	0	edx4rk0
When we arrived the restaurant was PACKED, granted it was dinner time on a Saturday.	1	edaeqpr
The vendors here are so polite and upbeat, it felt like I was transported to Japan momentarily.	5,0	eeqyq5l
"Perhaps the seafood is better, but I expected a respectable burger from a ""pub""."	8	eenvj8r
We went in a cold day and got ramen.	1	edmqfvh
I've been here a bunch of times for both lunch and dinner.	1	eenowrx
They also have a variety of cocktails for those who don't drink beer.	0	eddres1
We met the owner and he served us the most delicious food.	0	ee0sqyc
At times, almost too many layered flavors.	1	edhycy7
Pretty good sushi and a great menu.	0	efc4cnf
First time here with my two daughters.	1	eelu8mw
Came here for an anniversary dinner and the food was really good.	0	eeayzd3
Food is very good.	0	efc092v
I have not had a bad meal here or anyone I am eating with dislike their plate.	0	efevttv
Some of the most popular include beef pho, bread and boto favorites...  	3	ef32xfk
Awesome cinnamon rolls and extraordinary ham and cheese filled pretzels!	0	edwiska
I have been to Rocco's a few times now, both weekends and for taco tuesday.	1	eedei8t
Top to bottom solid sushi joint.	1	edrbcys
Just the right distance to walk into a new North Portland restaurant on opening night.	0	eebd74b
The grilled grouper sandwich was great.	0	edfm9ld
Definitely one of the best Neopolitan pizza places in the area.	0	ed2bv7l
Roast duck is the best duck leg I have ever eaten!	3	eeu5uqm
Moles are great.	0	edqbihg
Hate that everytime I come	12	eexh4xb
They were a bit tough although they are one of the biggies on the menu and came recommended by our server.	10	ee21mpu
Lots of fun to go hang out with a group of friends.	4	ed8fajf
Fast, friendly, and fresh.	0	edg4u88
While sitting at Nomad Lounge we tried making a reservation directly with the hostess but she was being very difficult about it.	1	edjqup5
Somehow was charged for Happy	4	eei6qpm
Best Mexican restaurant ever! !	3,0	eddd4o9
Food is good, but slightly on the heavy side.	0,2	eeojpfv
I didn't even know what polish food was.	11	edwjcgk
This is a very small store, maybe 12-15 tables.	1	eequhjm
I think it's better for ppl order pickup but that's why not 5 stars.	0	ee9j5so
So our friends decided to show us the one in Boston.	1	eff11g7
I had a great meal in Nazareth the other day.	0	efgr0sg
She is efficient and personable.	5	edf56zd
This restaurant opened at 8am so by the time we parked and made our way up the parade, it was just before 8am.	1	eelul62
Everything is super fresh.	0	eert9mm
The same guy has been cooking there for over 45 years, and he knows what he's doing.	1	ee5ymhc
We were told they served the full kitchen menu until midnight and would close at 2:00 a.m.	1	eei4kfd
The interior design is warm and quirky, and the staff are friendly and competent.	5	ee05gfe
However, this one will demand a repeat performance.	1	ee91zfs
GET: Steak tips, Mussels	1	edxt2fi
I absolutely love pita pits.	3	ef8jsqd
Guac is great - use mild or medium for maximum flavor.	0	eecwbwc
My favorite is the sake macaroni and cheese.	3	efawt9n
Excellent teriyaki mushroom pot and brown rice - they prepare all the fresh mushrooms nicely.	0	eds4htw
This is a tough one for me.	7	ed2p3eh
This will not be one of my more detailed reviews because I wasn't really all that focused that day on the entire experience.	10	edbxlkq
I stopped in here the other day with m'lady.	1	ed1ekg5
Friendly staff, super efficient delivery and the best pizza around.	5,0	eev51ae
The girl handling the register finally came over to get names on register tape.	1	ed00j1u
If you're vegan (and I'm not), there are plenty of options here that look/sound spectacular too.	0	eew68gu
Had the wings which didn't disappoint.	1	ed4udyv
Male or female you will get man handled.	1	efdij4t
Even with one we waited 15 minutes which was fine.	0	ee4y6cf
This was our first place to eat...my husband and I...loved the snacks...especially the goat cheese, garlic and shrimp! !	3	ed1hran
That is, they cook on a large grill in front of you and provide some entertainment with some food tricks and a lot of flamb閼?	1	ed06ebu
The MOST perfect covid pick up food situation I've seen in Atlanta.	0	ef0fgfy
Had brunch at your restaurant downstairs and it was delicious but your chocolate tarts were amazing! ! ! !	6,0	edu504s
Nice diversity in the menu plenty of items for the non-sushi eaters.	0	edz3gvy
When you walk in there is the big open grill where you can see the chef putting his skills to work.	1	eea13e9
I've probably eaten here a dozen times already and I've never been disappointed.	0	edrlzcx
Our burgers were over cooked and my husband found hair in his food.	1	eczjsko
While the customer service here can fluctuate with their seriously conscientious staff, you can't deny that their coffee and food are great.	0	ed7z8t7
What won me over about this place was that they serve potato taquitos.	1	efepvfa
The living room is amazing!	9	ee7phw2
I've traveled the world and rarely so I find a restaurant that exceeds it's reviews.	1	eeuobn9
I wish I had another stomach so I could try more items!!!	8	ee8qabh
I now know why I am a Disney person!	1	edw6mti
I personally didn't analyze them both but if you switch from delivery to take out whatever you added to your cart gets deleted.	1	edhfkdx
Honestly, I went with the kids to get the kids to eat for free on Wednesdays and I really enjoyed it!	4	eek90ob
It is EVERYTHING I had wished it would be.	8	effjzjh
The bartenders make great drinks.	0	eeuuyib
Had i not got a seat at a table at 4:00PM for the season opener I would have been miserable.	7	eegyb12
Coffee is delicious!	0	eezelds
Definitely a breakfast place.	0	ee2m0m9
Case in point: 	1	efbufty
I think it's a chain that works within businesses.	1	efarnug
If I made a mistake they would just say hey next time do this and you can prevent it.	1	ed4xno1
Good place to come with a group of friends.	0	ee0qlf2
Very fresh and creative rolls.	0	eddsn6g
The Peanut Stew with Chicken was delicious and Elijah, our waiter, was a fun & helpful treat.	5,4	eeamiv7
Nobody does meatloaf right on the West Coast.	1	eevbmku
The place is clean and the staff are very nice.	0	effr71n
(Not the tavern)	1	edxacw9
Variety of noodles and dishes for everyone to enjoy.	4	eepiaa0
Love everything we eat! !	3,6	edcdy1m
Ordered liver dish was not hot and over cooked.	2	eek9oxs
Their penne chicken broccoli pasta is decent, not good, not bad.	1	ef0bcca
I highly suggest everyone come check it out.	0	eev67jn
And get a burrito.	1	eed9epr
Mom likes to eat meatloaf.	3	effeetw
You can either do a large menu mediocre or a smal menu superbly.	1	eevwp5k
Horrible service, refused to give us a table.	12	edgk7cg
Cabo Bob's knows fish tacos when so many fancy Tex/Mex restaurants have failed me.	16,6	edpflwl
Chilean Sea Bass, Chilean Sea Bass, Chilean Sea Bass, ORDER THE CHILEAN SEA BASS!!!!!	1	eesqq5w
Definitely a gem of a coffee shop.	0	eeiq8gb
The afternoon tea here is more affordable than other hotel options (like Mandarin Oriental), and the food is decent but not amazing.	0	ed83za6
We were both famished so that might have influenced the initial reaction as somewhat above average.	1	eddnclf
The owner was rude, and has ABSOLUTELY no customer service skills.	12	edu2aha
I just said Summer's Eve!	1	ee0x49j
Great pizza, great homemade fries.	0	ee02p3b
She picked corn tortillas, I picked wheat.	1	ee0wbkj
Had to ask for the check without getting any chance to even eat.	1	eelouwo
The patties are a bit smaller so youll have lettuce and other toppings that overpower the patties sizes.	1	eeto0m1
What's all the hoopla about?	11	ed6em5k
All the people who work there are very friendly and nice.	5	ed4d3qf
Hiccup! Damn...the food here is good...burp!	0	eeydgml
The food is very good and the waiters are professionals!	0,5	ef9fvt3
I went to Tacodeli for the first time last Thursday.	1	eezg6wc
They treat me like shit, but their sushi is so good.	0	edx8m6b
The service was good and the bill was ok.	0,5	efb42c6
Brunch=Failure at Cafe 47.	1	eeocqhz
It was very thin and hardly looked like meat.	2	eerzu41
Lord help me, I am completely addicted to their tamales---pork if you're wondering.	3,0	ee2qnkr
This mall is so dark and gloomy and not as vibrant as the South Florida Mall.	0	efdmb9t
The atmosphere is great and I enjoy coming every Sunday with the group I swim for.	4,0	edhpq5m
I don't know what Zigo's real deal is but I can tell you this much.	1	ed51dkf
The cauliflower crust pizza is great.	0	eea4vud
Our server, Dinorah, was amazing!	0	eesh8at
Not only were the bartenders attentive, but they were friendly and fun and made our evening so enjoyable.	4,5	ee3p61p
unfortunately, the goods do not deliver.	10	edhi6up
Is it worth the $10+ difference between Alamo and iPic?	13	ees6jx6
I'm staying at Westgate and decided to eat at Giordano's.	1	ef4fxmv
Always a great meal and great service.	5,0	edacul2
We had the Chicago style deep dish pizza - the crust was light and crispy, but firm enough to handle the cheese and sauce by hand - very good.	0	eeban97
If that essperience ain't on your bucket list, add it.	1	edhh5yt
The sides were collard greens, smashed potatoes and cole slaw.	1	edudr7p
Trying to think of a better pizza.	1	edjin31
There was a white woman wearing tennis shoes but yet a black man was turned away due to his tennis shoes.	12	ef7nnrx
I ordered the jerk chicken that didn't resemble any jerk chicken I've ever had.	1	ee3rrk4
Staff was very friendly highly recommended for anyone wanting a nice lunch with some great beer.	0,5	ef5bava
Definitely would not return to this location.	1	eejvceu
Yet it ascribes to a basic model, a classic one, it's chic, simple and it delivers.	1	efclmtq
The service is good and everyone who works here is very kind and generous.	0,5	edxi4h0
It's a smaller restaurant but serves good quality dim sum...a bit underrated since everyone loves to rant about Floata lol...	4	eeqte5o
Everything was labeled and case items were heated once ordered.	1	efasqkc
It was quiet inside on a Friday night, which was great for my boyfriend and I.	0	ed8rz85
I sure wish we could feel as good about Mother's Day Brunch as we did about the one dinner we had here.	8	ed88ypx
It's quite small - so don't expect to just walk in one night and be able to find a table.	1	ee6j071
But not this time!	1	eet3rh1
They have a nice combination of sweet and savory which I appreciate.	0	efh4b7n
Most likely not coming back	1	edc4uyx
Jamie was behind the bar and is the same!	1	ee28p90
The food was not that great.	2	edp99ub
All that I knew, was that my brother Jay suggested we go have some tea at Soffee Cafe.	1	ee4u7ft
They had to remake it twice but did so willingly.	1	eexaw8j
Mom ate here and she loooooved it!	1	eem94tm
Tired of waiting in the cold for a table at the South Congress Cafe?	13	eczvdjk
As the only coffee shop near my work (besides Starbucks), I always try to give it another chance.	2	edjztjw
I wasn't really in the area but I was craving some tenders so I made it happen.	1	edg5nfy
Came here for brunch one Sunday.	1	edwybtc
One of the best Indian attractions in Surrey.	0	eenhisb
I have had sushi from just about every place and they are the most consistent and fresh.	0	eeiryuu
Delicious food and fun atmosphere.	0	eec1lu7
But the clientele is even better ( which of course I was one of ) the Grays and Gays of Atlanta !!!	6	ed415g6
I really enjoy the food but the service (especially in the bar area) is inconstant at best.	3	eep3r5v
I was told this was the original.	1	eeb4jw8
First time to Qdoba and I'm definitely a fan!	0,6	ef21s9b
Not bad place to grab a bite to eat.	7	edn5kt7
I really liked the carbonara and pumpkin raviolis.	3	eepemuq
So I've been coming to this Chick-Fil-A since it first opened, 9/21/17, and this place really lacks efficiency.	2	edqbxo6
The drinks were great, my husband had the High Court beer and it was super.	0	eeh6e9k
Start with a salad, it's good.	0	eeouuin
Truck during a food truck rally at a fundraiser event.	1	ee9dd8b
The cherry pie with ice cream on top.	1	ed2szn6
Where else can you get two beers, a delicious cheese plate, lobster bouillabaisse, and steak sandwich with home cut fries for $45?	13,0	edu0pvd
Its a hotdog, geez!	0,9	eelc416
Well balanced and healthy.	0	edks88q
I have been a lover of Los Gorditos ever since I discovered their cart several years ago on SE Division and 50th.	0	ee5jpa2
I went to the restaurant 2 times today Sunday.	1	eeqx5f7
French toast is also great!	6	eewi5ua
I'm no expert when it comes to arepas or cachapas, but I just know I love this.	3	edy12qk
I finally visited BeetleCat for the first time yesterday and it did not disappoint.	4	eea0kf6
Extremely tasty food, prepared quickly.	0	ee5ppte
"I almost said ""no thank you"" to the best bread and hummus ever (don't make this mistake)"	0	edvj5zk
The staff is on point and the food - delicious.	0	eenlie8
Great place for a date, chilling with the homies, ladies, and the dj spin the latest tracks including some old school.	0,15	ee21xs2
Tried to order nachos and they said they were out.	1	edtofcz
DO NOT EAT HERE! ! ! am at Disney	1	ef65mbq
Time to clean the place up or loose customers.	2	efb22py
Not to mention the rude girls working the drive thru.	7	eel7x3r
I can eat healthy here and be satisfied because it's delicious.	0	ef1bxzp
A quick search on the website proves that they do.	1	ef2kgu6
We've had several things on the menu including tacos, po-boys, and the quesadilla.	1	eebz0rt
The host took us to our table as soon as we entered, although the restaurant was packed !	0	eeo8nm9
I like it very much here.	3	edyicoe
Delicious roasted flavors and toppings are just right.	0	eequcgg
The food was okay but service seriously lacked.	1	edxsyca
Visited before a show and wasn't impressed for several reasons.	10	eddf5dw
prices are good, people are nice.	5	ee8hse1
We were looking for  somewhere to get brunch nearby pips (so we could pickup his birthday donuts!).	1	ee0v0sn
This is a great place to come for a fine dining experience in Portland.	0	eebdvhj
It was quite empty for lunch (3 tables of people) so we had a lot of attention.	0	ef8cq4j
there's a ton of things to eat and drink, its hard to choose :D	0,1	edrd4xw
Can't beat the atmosphere.	7	edh1tk7
This buffet is popular with local students as it is $7.	1	eenlcuk
This is a Chinese restaurant for those wishing to partake in the non-standard Americanized style of Chinese food, and it is delicious.	0	ed7mjn1
Ordered directly from Yelp, I admit.	0	eeit91r
I went here a few days ago and the burgers were great.	0	ef0n7y4
Flatbreads are also great.	0	eeziv8q
The BLT and roast beef sandwiches are great.	0	efb6xm9
I tried the pilsner and their wheat beer.	1	ee5wv3h
The food was ok, ok and nothing more.	0	eczz64j
She then asked me if I wanted onion rings or fries.	1	eensz1s
Boba is life, and the almond milk tea smoothie, with boba is my favorite.	3	edcunu6
However, the staff are efficient and friendly.	5	ee0qtvd
The best thing about this Fran's location is that people are watching at noon.	1	eevy8id
We have been coming to The Border for over five years, partly because the location is close and we absolutely love the staff!	3	edvdc15
Large menu, great selection, quality ingredients!	0	eeh3eph
Beautifully decorated, beautiful environment, dimly lit, warm and comfortable ambience, friendly and without attitude service.	0,5	ee5n5gk
This place is really all-around premium.	0	ediqczk
At first I tried very hard to like this place.	3	eew46v8
Breakfast at 2PM?	11	ed1w3al
We grabbed a drink next door while waiting for our table to open up.	1	edpajxv
service was good until her friends came in and then it when to shit.	2,1	ef9z5e4
Such a fun new place to go for happy hour and food before hitting downtown.	0	edryagm
Ever since this location opened we've been going here (2-3 times a month) for pizza.	1	eeq4ja6
I've certainly had better!	0	efc154m
I ordered their pizza with mushrooms.	1	eduvqih
Though it is a $$ restaurant, you are paying $$$$ for the food.	1	ed9odbn
This food is DELICIOUS!!!	0	eeakfns
try the avocado margarita!!	1	edsqx2s
Such a great find.	0	ee3garm
Placed a Togo order.	1	eebhdhi
Great, friendly and fast service, whether it's delivery or pickup, or even better food.	0,5	edi1gmw
Sushi is good.	0	edll7nz
A few girlfriends and I stopped in for brunch on a Friday afternoon.	1	ed0tgl6
Sometimes the food is slow, but it's 100% worth the wait.	0	ee69wkr
Enchiladas with Carne guisada on top!!!	1	ef0qawv
The broth had some pickled vegetable flavor (love that shit).	1	eevvo56
Left very full and satisfied.	0	ef2d60b
Clearly had a horrible time at the Orlando airport.	14	eez7kwv
Likely the best value in Wollaston as far as price goes.	0	ef26kj6
I recently tried their Peking duck; it's not bad at all, and it really hits the spot.	0	ee2jeb3
I think the sauce could be a little more flavorful and they are lacking in variety.	2	edoro8r
Nice Tuesday night light dinner.	0	ee5nl6q
I had a really good burger there, nice place and cool staff.	5,0	ef9j933
I've been going to this restaurant for the past 5 years with my family and we can not get enough of it.	1	edad710
Tortillas are fresh and handmade.	1	eekxcm6
I drove from Windermere and she drove from the Waterford area.	1	eeo352u
After walking around downtown Disney and deciding on restaurant options, we finally settled on Portobello.	1	eefmj8c
Sashimi is definitely the way to go here as the roll selection is minimal  compared to many other similar places.	1,0	ed22jr0
I've been wanting to go to Dali for months and have heard so many great things.	8	ed387lu
It's always so good we order it at least once a week for our office.	0	edjgenn
The place I wanted to go was closed (after Yelp told me it was open!!!)	1	edmzslw
In the worst way.	14	ed57pil
We always share a small Cowboy Salad and an Entree at lunch.	1	ee3ucvg
I rarely write reviews but, my dinner tonight was soooo good, I had to write and share.	0	efberue
We were lucky to find this place.	0,4	edakfdx
Really like this place.	4	ee1ngzr
Fabulous in every way large group dinner with platinum service & food.	0	eeo0tvw
Came here on a Sunday afternoon with a group of 7.	1	ed6clzf
We came here for lunch with my in-laws and my 4 year old (who has special medical needs).	1	eeslyec
But boy, oh boy, you can't help but get the feeling that too few people there really care what happens outside of the cash register.	12	edzcjx0
Ordered the lobster Mac and cheese and the cowboy ribeye.	1	ed1hqac
Ive been a few times during happy hour and for dinner.	1	eev8dy9
They have a very impressive ambience and great service.	5,15	efeo5ip
Love this intimate restaurant setting.	3	ef27nif
Our server even managed to score me a couple of liqui-gel caps to ward off a headache that struck right upon arrival.	1	edpoejt
"We said ""for here"", not knowing they were closing."	1	edu68o1
I am very happy with our server Alyssa (sp?)	4	ee98kx8
Won't be ordering from them again.	2	eeufzy5
I love the patio and the restaurant is inviting and elegant.	3	ef311j8
The food is not all that good.	2	eejszp1
Great view, great place to drink.	0	ed9bjy1
"Great wine list and selection of designer cocktails (I have the ""pea brain"" cocktail, reminiscent of a retro style drink, smart and refreshing)"	0	eep0186
I really enjoyed the chicken with fresh vegetables with Homemade noodles, the noodles are perfect, just toothsome enough and delicious.	3	efc1z0p
I'm pretty sure sometimes the only reason I am invited to brunch with the family is because I provide these muffins.	1	eemu6vn
One of the most important components of a good hotpot experience, but often overlooked.	0	edddp9p
I have really liked Sonny Bowl the couple times I've eaten here, though the location is inconvenient if you aren't working or on foot downtown.	3	edb7jq1
I see a lot of bad reviews but we eat here all the time and have never had a bad experience.	0	ef0b8fv
The golden triangle appetizer was dark brown, almost burnt and not at all crispy.	1	edb3zix
Nothing spectacular, but good, filling, and reasonably priced.	4,0	ee81csg
Okay food, but terribly slow service.	2	edjzp2e
This is an incredible restaurant.	9	edw0ceq
The seafood tower is impressive and all meals are cooked to order.	0	edr0wyf
Slide Inn is the best!	3	ednzwea
Was looking for a nice healthy option that wasn't going to weigh me down the green curry bowl got the job done.	0	ed3yk59
Portions are huge so it's worth the money.	0	eeaddpy
The spinach and artichoke dip inside the bread bowl was AWESOME, but my main entree left a lot to be desired.	0	eeqx1dm
The foods and beverages are  a bit pricy, but they are high quality.	0	eegmtc2
Also, food really sucks, no flavours.	7	eeamt6g
I didn't get that while I was there.	1	edo728p
They also give you extra ranch dressing if you ask for it.	0	edfwc30
Stopping at Escape from New York seemed a bit risky at first glance (though a 'best pizza in PDX' vote steered him here).	10	edasbgx
I always order the Chicken Katsu rice bowl.	1	ee4fv9k
The pub food is surprisingly good and the staff is friendly.	9,0,5	ee11h4b
Got an iced latte which was fine...	0	ed2tcv8
I'm looking forward to going back and trying other favorite dishes, and also trying their lunch buffet.	8	ee6eeaz
Its themed off of Salvador Dali and his nuttiness.	1	eey1f41
Well, we ended up waiting about 2 minutes, which worked out perfectly!	0	ed22wuz
A scholarly hang-out vibe with lots of personality.	1	ef9ugfu
If U are in a hurry avoid this place.	2	eedq458
I've been wanting to try Alana's for years!	8	eeed6zj
Good non greasy pizza.	0	edeyqzc
Pretty messed up and they are hosting a saints party.	2	edkr19d
I got the Chicken & Waffles combo and a side of waffle fries for me and my boyfriend.	1	eeu1ci5
I got better Pad Thai than expected.	0	ed9xzpd
Just wish the service was better.	0	eekbhzn
Love everything about The Pie Spot!	3	efe4769
We were famished after a kayak, and arrived around 8:30 PM.	1	ed4xeax
The beer selection also matches the style of the bar.	0	edbh61n
We are here at least 3 times a month...you gotta give it a try...oh and the service...?	0	eenv068
My life as a previous resident of Norwood made me pop in here a few times (mostly because someone else chose it).	1	ed1vm4f
Last week me and my buddy Annette went in for dinner before our pottery class.	1	eetfa4o
My sister and I accidentally stumbled upon this joint when we stopped for the ATM across the street.	1	ed3stkw
$12 for mussels, frites and a beer?	13	eep56py
Great atmosphere, fresh, delightful food.	4,0	eempgr4
I haven't eaten here yet, but it's on my list.	1,8	edy3ye6
Hope the tip I left him is spent on a book on manners!!!	8,6	ed6lvhf
But you did not let me down.	1	ee057qn
Love this place a bit tight but not bad	3	ee7m0wa
We have a great server.	0	eeqa057
This one is the best! !	0	edingoq
Glad we came in right before a rush.	4	ee3ooph
We didn't get any food mainly because the place was so dead we just wanted to get out quick.	7,1	eep8d62
Curra's has been our favorite for years - we go several times a week.	0	ee8s8ym
This is the 2nd time we have been to 'Ohana as we thought the first time was a fluke.	10	edc3tk2
People seem to know each other here.	1	edu2xyz
I'm in awe when people walk out with their orders because it really is the most beautiful ice cream I've ever seen!	3	eed7fhs
Tried their agedashi tofu and it was well cooked.	1	edp08ei
You will enjoy the eclectic decor and love for Elvis.	4,3	ee6lqiq
Wraps, salads, sandwiches, and soup...	1	eehyydw
Stopped in today for a delicious lunch on the patio.	4	efe636j
Very excited about the quality, quantity and service!	6	effcqjx
I think the key may be to ask questions of your server so you make sure what you are ordering fits your expectations.	1	ee7i4fd
Not a place for a date night out, but a terrific spot for lunch or dinner.	1	eeq5ijw
I wish the sides were more consistent.	8	eel281u
It was so quiet in there.	1	eecny47
The sushi was good and the prices were ok, but on a Friday night at 8pm the service and crowd were weird.	0,2	eeq3noz
Since we both work very nearby this place is a great place for us to hit a yummy buffet.	0	eesdglw
The cheese was overcooked and margarita under cooked.	1	ed0cn2y
Went to check out what the buzz was all about.	1	ee78kfk
However, the best thing here is the food.	0	ed5ry8k
Beautiful and delicious fish, gorgeous modern setting, verified parking...what's not to like?	0	eda72p2
My wife had the toasted brie and she loved it.	3	eedd511
Save room for:  	1	ed7ykwq
Service was friendly and prompt, and the food did not disappoint.	0	edj5r41
$45 per hour for  I didnt pay so the price wasn't outrageous to me.	2	edxvfnc
The mozzarella on his margarita was delicious, the best I've ever had!	0	edwwjk8
Just for the record, this is not a fancy-schmancy steakhouse.	1	eexkdpa
Today was the last straw.	1	edptqo7
If I could give negative 5 stars I would for the food and atmosphere.	2	edd56ey
Good communication and status updates, items taste great and come with storage and expiration instructions.	0	ee8xgzm
PB&J buns are exactly what tempted me to try this place.	1	eew1o33
I love my steak salad.	3	efcsu2b
Service is great food is even better.	5,0	eepq0bu
It's real Italian and the atmosphere is great.	4	ee43t7l
Nice staff and great atmosphere!	0	eenks3n
The waitress was attentive and took our order quick and with enthusiasm.	0	eexf4wc
Thanks for not having anyone wait on the tables outside at lunch!	0	edxunx4
The service here is very good, it just took a long time to get our food.	0,2	eelu0jh
I have tried Maggiano's in Atlanta and San Jose and it has never ever disappointed.	0	eek2pfr
But it's so worth it.	0	edtz0v3
Lunch specials are great deals.	0	ednotxo
Very clean establishment and cheerful and attentive waitresses.	5	ee5n26j
Most meals are under 15.00 and ample portions.	1	edyggtv
 Plenty of TVs, great place to watch sporting events	0	ee7tkqu
Get there early because seating fills up like crazy after 4pm.	1	ef6ixct
Kabab is very delicious and tasty, weather chicken or lamb.	0	eepawp8
Live around the corner from this spot.	1	eedmgz3
Arrive early and enjoy a few at the bar.	0	ee1gjon
We were immediately seated at the beautiful window table with a great view of the Willamette River.	0	efcxfdz
We're bringing a group tonight!	1	eebie59
He found nothing he liked from the brunch menu.	1	eelu1ue
Lees is also on private land so while he doesn't sell beer you can bring your own	1	eely1eh
Have not been here for a number of years.	1	ee3ow6k
First things first . . . make sure you leave room for dessert.	1	ee4tu1h
Beer menu is well appointed.	0	edo1li3
Also, the food is great.	0	ef83rwu
I ordered medium rare, a bit overdone, but not bad.	2,0	efcn3uk
Came here for Valentine's Day brunch with two guests.	1	edhqmcg
They seemed to be short of waitstaff because our waiter had that party and ours.	1	ededbxp
Since then, prices have gone up a bit, portions have gotten a wee bit smaller, but the food is still good and filling.	0	ed2ve9v
My son and wife really like this place.	3	edolslv
While the food was adequate, the service was sullen and slow.	2	edob9z5
Love the pita pit!	3	ef1badx
The staff are very friendly and the food is great.	5,0	eet478g
Meat was perfectly cooked.	0	ee0uh1b
They have a guy playing the guitar and the whole place has a nice feel to it.	4	eev9glu
Fountain drinks were not traditOnalaska in that we has the old time cream soda and the peach soda.	1	edp9btq
Love the vibe of this place!	3,4	edxdput
Very good portion size.	0	eemj4oa
I'm known in my family for wanting to go to Joe's Crab Shack.	8	ee477b6
This last visit, maybe I just ordered the wrong combination of food.	2	ef6oldj
Maybe it's just me....	1	efejtg6
I love this place always fresh  the lamb is the best I ever eat and we always have a great service	3,0	edcnd0l
My wife booked reservations at for us and friends at 4:45p on a Sunday prior to visiting Village Lights.	1	editx38
The bowl is my favorite and the pork is highly recommended.	0,3	efcdojh
great find in the heart of Coquitlam.	0	ed53qvv
The staff at La Posada have always been friendly and polite, providing the best customer service and serving the warmest and freshest homemade tortillas.	5,0	ed0gqt0
I didn't get the food so this review is purely Drinks and atmosphere.	1	eepoaxp
I make sure to eat there every time I go to Atlanta.	1	edbj8al
The food is the farthest thing from Italian food.	1	ed9r76n
Good thing we had a reservation as it was pretty busy on a Saturday evening.	0	ef7arhl
Really like the food here.	3	ee58axi
Try the new Italian style.	1	ef8l8d3
The use Mexican melting cheese instead of Swiss cheese is just wrong.	2	ed4xxa6
Seriously, one of the best fine dining restaurants in Vancouver.	0	eef40gm
After 4 years of living in Boston, nothing compares to JM Curley.	0,3	eedj8it
I'm never going back here because I counted 13 CHILDREN  walk in here in the hour's time that I was there.	1	edu3npv
I honestly doubt I'll ever get it again.	11	ee0xvq1
Great place to hang late at night.	0	eeopdsk
Thai food is delicious.	0	edbuowp
Will definitely recommend Christopher's to other friends in the area.	0	edjedly
We went here for an anniversary dinner.	1	efbyyf1
Take the owner's suggestions on food.	1	ee3i6bx
Boy, was my friend right on!	1,6	edoolej
The cheese plate and veggies were good, as were the drinks.	0	eee001l
Had our dinner here last night.	4	efew9l1
On one side of the wall you can buy pre-made gingerbread houses...I think they are great as gifts.	1	ed7f3xa
Better food, better service.	0	ef1f86n
